"ModelN","Model","MixedEffects","Effects","masterrank_global","value_Rsq","value_AIC","value_BIC","value_RMSE","value_RMSE.Std","value_RMSE.CVmean","value_RMSE.CVsd","value_Singular","value_Sig","value_ICC","ModelName","(Intercept)","slope.var1","slope.var2","slope.var3","slope.var4","VIF.var1","VIF.var2","VIF.var3","VIF.var4","Rsq.var1","Rsq.var2","Rsq.var3","Rsq.var4","maxVIF"
11,"CanopyDiameter.m, WoodDensity.g.cm3","Species","MixedInt",85,0.91633,1475.16457,1496.6685,0.92311,1.54117,0.92846,0.06714,0,0.9249,0.01274,"11.MixedInt_Species",-0.32545,2.46783,-2.84034,NA,NA,1.00006,1.00006,NA,NA,0.915405189430631,0.0268145697028971,NA,NA,1.00006
11,"CanopyDiameter.m, WoodDensity.g.cm3","Species","MixedIntSlope",86,0.91623,1483.53497,1526.54283,0.92035,1.53655,0.93354,0.10623,1,0.9224,NA,"11.MixedIntSlope_Species",0.09435,2.45975,-1.61386,NA,NA,1.00001,1.00001,NA,NA,0.915005046891472,0.00882920408281721,NA,NA,1.00001
11,"CanopyDiameter.m, WoodDensity.g.cm3","Site","MixedIntSlope",87,0.93824,1375.63332,1418.64118,0.80532,1.34451,0.9062,0.12395,1,0.8136,NA,"11.MixedIntSlope_Site",-0.28518,2.51464,-1.83216,NA,NA,1.00007,1.00007,NA,NA,0.929940416241174,0.0133632263800793,NA,NA,1.00007
12,"DBH.cm, Height.m, CanopyDiameter.m","Species&Site","MixedIntSlope",88,0.98528,154.22343,242.22143,0.25744,0.10192,0.44208,0.07081,1,0.264,NA,"12.MixedIntSlope_Species&Site",-1.49553,1.47123,0.54058,0.54091,NA,1.20591,1.07882,1.1279,NA,0.697052667348449,0.282277053486305,0.212001148602757,NA,1.20591
12,"DBH.cm, Height.m, CanopyDiameter.m","Species","MixedInt",89,0.97349,262.58028,285.53628,0.34529,0.13669,0.3462,0.07078,0,0.34667,0.0717,"12.MixedInt_Species",-1.53275,1.14523,0.83479,0.71685,NA,11.78256,5.53578,5.08383,NA,0.484983598996102,0.318133097869388,0.302325952470496,NA,11.78256
12,"DBH.cm, Height.m, CanopyDiameter.m","Species","MixedIntSlope",90,0.97475,271.35683,324.92083,0.33586,0.13296,0.36717,0.05663,1,0.33851,NA,"12.MixedIntSlope_Species",-1.48124,1.15627,0.7867,0.73589,NA,2.24959,1.51105,1.62061,NA,0.495463994769352,0.334656105594,0.282488324626272,NA,2.24959
12,"DBH.cm, Height.m, CanopyDiameter.m","Site","MixedInt",91,0.97384,269.2132,292.1692,0.34657,0.1372,0.35205,0.06554,0,0.34896,0.05897,"12.MixedInt_Site",-1.60404,1.10131,0.89054,0.7752,NA,8.99462,5.27067,3.5391,NA,0.462211626550649,0.350004919567156,0.327372491080593,NA,8.99462
12,"DBH.cm, Height.m, CanopyDiameter.m","Site","MixedIntSlope",92,0.98253,176.05909,229.62309,0.28032,0.11097,0.41748,0.0493,1,0.28574,NA,"12.MixedIntSlope_Site",-1.44736,1.37343,0.57953,0.63691,NA,1.30532,1.09568,1.20668,NA,0.639808788989179,0.325715539665318,0.215015659817797,NA,1.30532
13,"DBH.cm, Height.m, WoodDensity.g.cm3","Species&Site","MixedInt",93,0.96525,436.48466,464.51187,0.39815,0.16138,0.40276,0.06973,1,0.40123,NA,"13.MixedInt_Species&Site",-0.57014,1.70806,0.61697,3.06351,NA,5.82915,5.82021,1.00401,NA,0.783418340606254,0.160680462705361,0.156261615159696,NA,5.82915
13,"DBH.cm, Height.m, WoodDensity.g.cm3","Species&Site","MixedIntSlope",94,0.97908,322.7233,414.8127,0.31066,0.12592,0.49262,0.06653,1,0.31794,NA,"13.MixedIntSlope_Species&Site",-0.57289,1.83083,0.45588,2.90015,NA,1.1247,1.1243,1.00045,NA,0.853786249634103,0.189107337833595,0.128058371752573,NA,1.1247
13,"DBH.cm, Height.m, WoodDensity.g.cm3","Species","MixedInt",95,0.96208,459.86175,483.88507,0.42062,0.17049,0.42262,0.05107,1,0.42062,NA,"13.MixedInt_Species",-0.50769,1.74922,0.55988,3.10809,NA,5.05013,5.04648,1.00207,NA,0.78131390446604,0.152205888930264,0.129280315200656,NA,5.05013
13,"DBH.cm, Height.m, WoodDensity.g.cm3","Species","MixedIntSlope",96,0.96266,471.74596,527.80038,0.41513,0.16827,0.42167,0.04605,1,0.41629,NA,"13.MixedIntSlope_Species",-0.4025,1.76901,0.51608,3.28791,NA,2.08617,2.08434,1.00134,NA,0.785958865411222,0.167979704384389,0.112509216028345,NA,2.08617
13,"DBH.cm, Height.m, WoodDensity.g.cm3","Site","MixedInt",97,0.96525,434.48466,458.50798,0.39815,0.16138,0.40709,0.05549,0,0.40123,0.08087,"13.MixedInt_Site",-0.57014,1.70806,0.61697,3.06351,NA,5.82915,5.82021,1.00401,NA,0.781477557596752,0.159148774047865,0.15476428519324,NA,5.82915
13,"DBH.cm, Height.m, WoodDensity.g.cm3","Site","MixedIntSlope",98,0.97843,308.37776,364.43218,0.31498,0.12767,0.46728,0.11872,1,0.32153,NA,"13.MixedIntSlope_Site",-0.56112,1.82255,0.46167,2.90987,NA,1.14747,1.14694,1.00065,NA,0.844202322462017,0.18022367171601,0.123607439034029,NA,1.14747
14,"DBH.cm, CanopyDiameter.m, WoodDensity.g.cm3","Species&Site","MixedIntSlope",99,0.98206,219.84384,307.84184,0.28861,0.11425,0.31757,0.07544,1,0.29418,NA,"14.MixedIntSlope_Species&Site",-0.53751,1.83925,0.46091,1.63592,NA,1.0403,1.06078,1.02138,NA,0.87311498999038,0.193288437935707,0.0732138262915816,NA,1.06078
14,"DBH.cm, CanopyDiameter.m, WoodDensity.g.cm3","Species","MixedInt",100,0.96308,375.58215,398.53815,0.41004,0.16233,0.41458,0.08393,0,0.41135,0.02228,"14.MixedInt_Species",-0.24737,1.75485,0.51423,2.06626,NA,4.75572,4.77859,1.02282,NA,0.785014441695406,0.148102145581833,0.0684349707466074,NA,4.77859
14,"DBH.cm, CanopyDiameter.m, WoodDensity.g.cm3","Species","MixedIntSlope",101,0.96686,363.29934,416.86335,0.39059,0.15463,0.40489,0.09312,1,0.3922,NA,"14.MixedIntSlope_Species",-0.15035,1.75215,0.53677,2.32915,NA,1.33811,1.4125,1.07252,NA,0.79618486447114,0.168933862172136,0.0910493843050908,NA,1.4125
14,"DBH.cm, CanopyDiameter.m, WoodDensity.g.cm3","Site","MixedIntSlope",102,0.98168,202.22105,255.78505,0.29138,0.11535,0.32771,0.08901,1,0.29646,NA,"14.MixedIntSlope_Site",-0.39306,1.8351,0.45907,2.01903,NA,1.0397,1.08294,1.04731,NA,0.869551238945683,0.187844916656857,0.104818403813717,NA,1.08294
15,"Height.m, CanopyDiameter.m, WoodDensity.g.cm3","Species&Site","MixedIntSlope",103,0.97913,905.85775,1004.77582,0.49768,0.8309,0.66953,0.10532,1,0.50501,NA,"15.MixedIntSlope_Species&Site",-1.53944,1.71596,1.26767,0.4684,NA,1.01879,1.01935,1.01496,NA,0.699958054992682,0.617121644717016,0.00208837950632741,NA,1.01935
15,"Height.m, CanopyDiameter.m, WoodDensity.g.cm3","Species","MixedInt",104,0.9599,1073.45218,1099.25689,0.64074,1.06974,0.64353,0.06792,1,0.64074,NA,"15.MixedInt_Species",-0.8747,1.40968,1.34165,0.3278,NA,5.32366,5.27264,1.0657,NA,0.560653393022056,0.526698172001066,0.000723928944142081,NA,5.32366
15,"Height.m, CanopyDiameter.m, WoodDensity.g.cm3","Species","MixedIntSlope",105,0.96262,1071.01617,1131.22718,0.61675,1.02969,0.62542,0.07948,1,0.6198,NA,"15.MixedIntSlope_Species",-0.86662,1.4773,1.26858,0.68512,NA,1.02423,1.02005,1.01785,NA,0.550251131696255,0.533175954345758,0.00315812592674892,NA,1.02423
15,"Height.m, CanopyDiameter.m, WoodDensity.g.cm3","Site","MixedIntSlope",106,0.97849,898.62125,958.83225,0.5073,0.84696,0.91285,0.1592,1,0.51342,NA,"15.MixedIntSlope_Site",-1.47846,1.71238,1.28211,0.58518,NA,1.02771,1.0336,1.02376,NA,0.684047081989741,0.605760463459709,0.00303481529514247,NA,1.0336
16,"DBH.cm, Height.m, CanopyDiameter.m, WoodDensity.g.cm3","Species&Site","MixedInt",107,0.97614,243.33164,273.93964,0.33119,0.13111,0.34064,0.03881,1,0.33356,NA,"16.MixedInt_Species&Site",-0.98613,1.17539,0.87398,0.68041,1.89162,9.27681,5.30645,3.7976,1.09251,0.507054428820916,0.338507234428713,0.294551850186044,0.0839993487367924,9.27681
16,"DBH.cm, Height.m, CanopyDiameter.m, WoodDensity.g.cm3","Species&Site","MixedIntSlope",108,0.98418,177.34765,292.12765,0.26753,0.10591,0.51424,0.09377,1,0.27235,NA,"16.MixedIntSlope_Species&Site",-0.91587,1.39678,0.58734,0.59641,1.7997,1.85372,1.18341,1.65161,1.01414,0.662350844629769,0.302278372305151,0.23786299667138,0.100796569949273,1.85372
16,"DBH.cm, Height.m, CanopyDiameter.m, WoodDensity.g.cm3","Species","MixedInt",109,0.97379,254.76964,281.55164,0.34513,0.13663,0.34835,0.05746,1,0.34513,NA,"16.MixedInt_Species",-0.8991,1.15082,0.83505,0.70763,1.8618,11.55534,5.10315,5.38479,1.08854,0.487926253468135,0.311020744606225,0.303812488080513,0.0790550992770326,11.55534
16,"DBH.cm, Height.m, CanopyDiameter.m, WoodDensity.g.cm3","Species","MixedIntSlope",110,0.97461,269.43254,338.30055,0.33748,0.1336,0.34315,0.08068,1,0.33876,NA,"16.MixedIntSlope_Species",-0.83634,1.17242,0.78828,0.70678,1.90708,3.98753,1.74401,2.96776,1.08629,0.500707970087883,0.306263331343192,0.289737323474705,0.0836897370463951,3.98753
16,"DBH.cm, Height.m, CanopyDiameter.m, WoodDensity.g.cm3","Site","MixedInt",111,0.97614,241.33164,268.11364,0.33119,0.13111,0.33519,0.0632,0,0.33356,0.06809,"16.MixedInt_Site",-0.98613,1.17539,0.87398,0.68041,1.89162,9.27681,5.30645,3.7976,1.09251,0.506259740689115,0.337795682716765,0.29389165126651,0.0837550441470389,9.27681
16,"DBH.cm, Height.m, CanopyDiameter.m, WoodDensity.g.cm3","Site","MixedIntSlope",112,0.98505,141.30106,210.16906,0.25931,0.10266,0.46341,0.12984,1,0.26529,NA,"16.MixedIntSlope_Site",-0.86619,1.46722,0.54627,0.53223,1.8326,1.23784,1.09341,1.19484,1.06078,0.686263795660861,0.258523770583908,0.214352201366486,0.105115410498014,1.23784
