"size","VarGroup","Model","ModelN","NumPredictors","NumObservations","MixedEffects","Rsq_Fixed","Rsq_MixedInt","Rsq_MixedIntSlope","AIC_Fixed","AIC_MixedInt","AIC_MixedIntSlope","BIC_Fixed","BIC_MixedInt","BIC_MixedIntSlope","RMdSE_lin_Fixed","RelRMdSE_lin_Fixed","RMSE_lin_Fixed","RelRMSE_lin_Fixed","RMSE_log_Fixed","RMSE_log.CVmean_Fixed","RMSE_log.CVsd_Fixed","RMdSE_lin_MixedInt","RelRMdSE_lin_MixedInt","RMSE_lin_MixedInt","RelRMSE_lin_MixedInt","RMSE_log_MixedInt","RMdSE_lin_MixedIntSlope","RelRMdSE_lin_MixedIntSlope","RMSE_lin_MixedIntSlope","RelRMSE_lin_MixedIntSlope","RMSE_log_MixedIntSlope","RMSE_log.CVmean_MixedInt","RMSE_log.CVmean_MixedIntSlope","RMSE_log.CVsd_MixedInt","RMSE_log.CVsd_MixedIntSlope","Sig_Fixed","Singular_MixedInt","Singular_MixedIntSlope","Sig_MixedInt","Sig_MixedIntSlope","ICC_MixedInt","ICC_MixedIntSlope"
"all",1,"logDBH.cm",1,1,339,"Species&Site",0.94947,0.96127,0.97725,468.35014,409.98266,268.91059,479.82814,429.11266,303.34459,3.00854858891757,18.6403258297247,61.7801906206505,102.55737787588,0.47854,0.47664,0.07475,2.23009899740145,13.8172180755976,48.0181627990999,79.7119079371495,0.42009,1.82647877732701,11.3164732176395,25.4365520112713,42.2256074361716,0.32263,0.41782,0.33047,0.11675,0.10769,0.47996,0,1,0.42453,0.3288,0.22317,NA
"all",1,"logDBH.cm",1,1,339,"Species",0.94947,0.95643,0.9592,468.35014,432.29358,422.53464,479.82814,447.59758,445.49064,3.00854858891757,18.6403258297247,61.7801906206505,102.55737787588,0.47854,0.47664,0.07475,2.49792268519846,15.4765965625679,58.0266021659146,96.326283642024,0.44493,2.60895262037779,16.1645143765662,50.2746152723194,83.4577016394691,0.43037,0.44446,0.43666,0.10463,0.09171,0.47996,0,0,0.44679,0.43385,0.12425,0.17297
"all",1,"logDBH.cm",1,1,339,"Site",0.94947,0.95445,0.97148,468.35014,451.03037,323.714,479.82814,466.33437,346.67001,3.00854858891757,18.6403258297247,61.7801906206505,102.55737787588,0.47854,0.47664,0.07475,2.87244501392437,17.7970570875116,49.8592460431131,82.7681735145188,0.45443,2.51663350172464,15.592524793833,28.5742156673409,47.434243958497,0.36058,0.45784,0.37092,0.07778,0.06782,0.47996,0,0,0.4578,0.36601,0.08269,0.50159
"all",2,"logHeight.m",2,1,339,"Species&Site",0.81115,0.90298,0.92313,915.26212,728.75651,714.71267,926.74012,747.88651,749.14667,13.8757124318314,85.9709568267126,86.6324455560374,143.813030778062,0.92511,0.92479,0.11215,7.32956004820685,45.4123918724092,83.099905326305,137.948884689117,0.66166,7.38637045984694,45.7643770746403,72.8751872136484,120.975478349325,0.63112,0.67294,0.65125,0.12056,0.09596,0.92785,0,0,0.66921,0.64085,0.5494,0.68267
"all",2,"logHeight.m",2,1,339,"Species",0.81115,0.83549,0.83639,915.26212,879.77284,883.39396,926.74012,895.07685,906.34996,13.8757124318314,85.9709568267126,86.6324455560374,143.813030778062,0.92511,0.92479,0.11215,9.77265591135804,60.5492931310907,86.1275635968948,142.974908244831,0.86065,9.30792797424591,57.6699378825645,89.0448051234522,147.817635963679,0.86014,0.86477,0.87193,0.15138,0.06582,0.92785,0,1,0.86427,0.86375,0.13,0.68267
"all",2,"logHeight.m",2,1,339,"Site",0.81115,0.89766,0.91092,915.26212,739.56683,728.66423,926.74012,754.87083,751.62023,13.8757124318314,85.9709568267126,86.6324455560374,143.813030778062,0.92511,0.92479,0.11215,8.44213992387721,52.3056996522751,84.630746577749,140.490137202505,0.68011,7.73790991944736,47.9424406409378,76.2687590936753,126.608931890864,0.66056,0.68052,0.67351,0.13864,0.10109,0.92785,0,0,0.68611,0.66809,0.53382,0.61129
"all",3,"logCanopyDiameter.m",3,1,339,"Species&Site",0.82228,0.84158,0.84817,894.66451,875.59879,874.7322,906.14251,894.7288,909.1662,8.15945541227078,50.5542466683444,76.5101347727765,127.009624353658,0.89743,0.88769,0.16945,7.1759314489178,44.4605418148562,76.9157292997409,127.682926115086,0.84246,7.36405059982255,45.6260879790741,119.858987661338,198.970306920605,0.826,0.86117,0.84014,0.12404,0.18354,0.90009,0,1,0.85015,0.83454,0.11584,NA
"all",3,"logCanopyDiameter.m",3,1,339,"Species",0.82228,0.8251,0.82864,894.66451,896.23868,898.94249,906.14251,911.54268,921.89849,8.15945541227078,50.5542466683444,76.5101347727765,127.009624353658,0.89743,0.88769,0.16945,8.14913909196598,50.4903289465055,74.8830190080397,124.308552624103,0.89333,7.83245294105681,48.5282090523966,74.3314837778199,123.392983953154,0.88714,0.88858,0.90445,0.17556,0.10209,0.90009,0,0,0.89489,0.8904,0.00571,0.0168
"all",3,"logCanopyDiameter.m",3,1,339,"Site",0.82228,0.83923,0.84521,894.66451,874.37574,869.93385,906.14251,889.67974,892.88985,8.15945541227078,50.5542466683444,76.5101347727765,127.009624353658,0.89743,0.88769,0.16945,7.2236876358169,44.756428970365,76.9311843532036,127.708582069562,0.84647,7.47430014961896,46.3091706915673,118.726036354306,197.089566279584,0.83173,0.85585,0.83617,0.12104,0.12027,0.90009,0,1,0.85302,0.8385,0.10612,0.0168
"all",4,"logComp.DBH.H.Den",4,1,339,"Species&Site",0.95778,0.966,0.97841,407.39294,359.40894,258.66908,418.87094,378.53894,293.10308,3.36592733615911,20.8545683776897,40.4660522135983,67.175127922443,0.4374,0.438,0.05645,2.92210110793494,18.1047156625461,46.4810170923111,77.1601897971162,0.38959,2.37628408913265,14.7229497467946,32.1043641022898,53.2944195805512,0.31648,0.39657,0.33434,0.04195,0.04728,0.43869,0,0,0.39377,0.32286,0.21285,NA
"all",4,"logComp.DBH.H.Den",4,1,339,"Species",0.95778,0.9611,0.96121,407.39294,388.15104,390.22065,418.87094,403.45504,413.17665,3.36592733615911,20.8545683776897,40.4660522135983,67.175127922443,0.4374,0.438,0.05645,3.11411561501862,19.2943966234115,39.4718419899062,65.524702558343,0.4179,3.01086013754493,18.6546476923478,39.8309721833948,66.1208718253886,0.41663,0.41942,0.42069,0.06896,0.06969,0.43869,0,1,0.41958,0.4183,0.0755,NA
"all",4,"logComp.DBH.H.Den",4,1,339,"Site",0.95778,0.96259,0.97556,407.39294,382.06462,283.6227,418.87094,397.36862,306.5787,3.36592733615911,20.8545683776897,40.4660522135983,67.175127922443,0.4374,0.438,0.05645,2.76640792469347,17.1400738828591,47.1885960361686,78.3347967446376,0.4092,2.59365746596614,16.0697488597654,33.2662876229385,55.2232551566949,0.33651,0.41615,0.34702,0.06765,0.05827,0.43869,0,0,0.4124,0.34201,0.11461,0.63095
"all",5,"logComp.Can.H.Den",5,1,339,"Species&Site",0.92471,0.92616,0.93206,603.52251,606.03228,602.80818,615.00051,625.16228,637.24218,5.16678344635836,32.0122890108944,52.9069084994689,87.827404750852,0.58413,0.58138,0.08276,4.73921696692109,29.3631782337118,53.070157885875,88.0984047079816,0.57926,4.85139045718147,30.0581812712607,53.0020499534693,87.9853430471175,0.55798,0.58156,0.57765,0.07989,0.05166,0.58586,1,1,0.58071,0.56331,NA,NA
"all",5,"logComp.Can.H.Den",5,1,339,"Species",0.92471,0.92616,0.92699,603.52251,604.03228,606.3575,615.00051,619.33628,629.3135,5.16678344635836,32.0122890108944,52.9069084994689,87.827404750852,0.58413,0.58138,0.08276,4.73922744156274,29.363243132359,53.0701484624572,88.0983890647632,0.57926,4.68023759573256,28.9977546204,52.943961930014,87.8889148018868,0.57677,0.57901,0.58258,0.06915,0.06761,0.58586,0,1,0.58071,0.5785,0.01136,NA
"all",5,"logComp.Can.H.Den",5,1,339,"Site",0.92471,0.92491,0.9289,603.52251,605.52251,602.23628,615.00051,620.82651,625.19228,5.16678344635836,32.0122890108944,52.9069084994689,87.827404750852,0.58413,0.58138,0.08276,5.15955955260504,31.9675313048639,52.8826784759096,87.7871820248108,0.58413,4.88247078986878,30.2507483882824,52.7859626120159,87.6266301504916,0.5679,0.5844,0.57786,0.0765,0.08071,0.58586,1,1,0.58413,0.5715,0.01136,NA
"all",6,"logDBH.cm, logHeight.m",6,2,339,"Species&Site",0.95571,0.9662,0.97714,425.66347,361.75434,277.51508,440.96747,384.71034,338.73108,3.23798564366462,20.0618689198551,42.6205922048379,70.7517431741997,0.44802,0.45261,0.0582,2.72184538394344,16.8639738782121,45.5536147258795,75.6206679215505,0.38936,2.2531738030764,13.9601846535093,37.3068129738797,61.9306751414923,0.32004,0.39792,0.383,0.05049,0.06796,0.45002,0,1,0.39355,0.32618,0.24882,NA
"all",6,"logDBH.cm, logHeight.m",6,2,339,"Species",0.95571,0.96207,0.9632,425.66347,384.91382,387.93879,440.96747,404.04382,426.19879,3.23798564366462,20.0618689198551,42.6205922048379,70.7517431741997,0.44802,0.45261,0.0582,2.81767148052024,17.4576919487003,40.902764981631,67.900087103119,0.41353,3.01611740839479,18.6872206220248,42.4081927078924,70.3991522344495,0.40498,0.41145,0.55058,0.10274,0.06161,0.45002,0,1,0.41527,0.40816,0.13341,NA
"all",6,"logDBH.cm, logHeight.m",6,2,339,"Site",0.95571,0.95961,0.97396,425.66347,408.4644,302.98433,440.96747,427.5944,341.24433,3.23798564366462,20.0618689198551,42.6205922048379,70.7517431741997,0.44802,0.45261,0.0582,3.20911073023568,19.8829661105061,47.100234009154,78.1881125453274,0.42516,2.68043392693431,16.6073973168173,29.0202261033965,48.1746376084293,0.3437,0.43242,0.91867,0.05259,0.05017,0.45002,0,1,0.42837,0.34909,0.09046,NA
"all",7,"logDBH.cm, logCanopyDiameter.m",7,2,339,"Species&Site",0.95908,0.96938,0.9748,398.7948,344.2662,297.19312,414.0988,367.22221,358.40912,2.57202497383062,15.9357185491364,52.9250774069136,87.8575658022777,0.43061,0.42771,0.08946,2.40973524814376,14.9302059984124,34.5427098744456,57.3421628172555,0.37903,2.04548049601306,12.673361189672,25.6191664778615,42.5287541352598,0.33718,0.38718,0.37665,0.07222,0.05284,0.43253,0,1,0.38318,0.3423,0.2442,NA
"all",7,"logDBH.cm, logCanopyDiameter.m",7,2,339,"Species",0.95908,0.96309,0.96647,398.7948,377.17587,364.77086,414.0988,396.30587,403.03087,2.57202497383062,15.9357185491364,52.9250774069136,87.8575658022777,0.43061,0.42771,0.08946,2.02176486783991,12.5264242121432,49.1680055149145,81.6206889350541,0.40962,1.98595307585058,12.304541981726,44.5574523695121,73.9670019457522,0.39071,0.41006,0.45044,0.07997,0.09287,0.43253,0,1,0.41129,0.39388,0.09061,NA
"all",7,"logDBH.cm, logCanopyDiameter.m",7,2,339,"Site",0.95908,0.9668,0.9787,398.7948,364.98121,236.45376,414.0988,384.11121,274.71376,2.57202497383062,15.9357185491364,52.9250774069136,87.8575658022777,0.43061,0.42771,0.08946,2.42207675157602,15.0066713232715,33.8099248553627,56.1257128621991,0.396,2.63120984440721,16.3024153928576,26.0483671014193,43.2412428811277,0.31382,0.40286,0.64736,0.06569,0.0789,0.43253,0,1,0.39927,0.31837,0.17999,NA
"all",8,"logDBH.cm, logWoodDensity.g.cm3",8,2,339,"Species&Site",0.95561,0.96117,0.96301,426.42836,406.1647,412.79387,441.73236,429.1207,474.00987,2.30929290577896,14.3078866529056,63.0937602650906,104.737951568479,0.44853,0.4447,0.09712,2.69346992128271,16.6881655593724,47.3205484498647,78.5538425814522,0.42101,2.27759184583631,14.1114736421085,47.3977296881763,78.6819662622457,0.40983,0.42547,0.42764,0.06583,0.10956,0.45052,0,1,0.42466,0.41428,0.10697,NA
"all",8,"logDBH.cm, logWoodDensity.g.cm3",8,2,339,"Species",0.95561,0.95623,0.95962,426.42836,427.85988,419.45182,441.73236,446.98988,457.71182,2.30929290577896,14.3078866529056,63.0937602650906,104.737951568479,0.44853,0.4447,0.09712,2.38406691808176,14.7711704961695,60.6153331748691,100.623671876621,0.44602,2.51450503663782,15.5793372778056,50.2674946417058,83.4458811320019,0.43021,0.44202,0.45765,0.10083,0.11732,0.45052,0,1,0.44693,0.43191,0.00752,NA
"all",8,"logDBH.cm, logWoodDensity.g.cm3",8,2,339,"Site",0.95561,0.96107,0.97672,426.42836,404.26475,267.28147,441.73236,423.39475,305.54147,2.30929290577896,14.3078866529056,63.0937602650906,104.737951568479,0.44853,0.4447,0.09712,2.65327175669176,16.4391062992054,47.0338753594615,78.0779547577992,0.42188,1.91064563475695,11.8379531273665,24.542781624636,40.7419158781565,0.32629,0.42202,0.77815,0.11511,0.11681,0.45052,0,1,0.42515,0.33141,0.10635,NA
"all",9,"logHeight.m, logCanopyDiameter.m",9,2,339,"Species&Site",0.94848,0.95518,0.95845,476.8979,454.13851,465.79923,492.20191,477.09451,527.01523,4.45765322843282,27.6186693211451,53.2547430291408,88.4048228024874,0.48319,0.4879,0.05069,4.03456205576853,24.9972865908831,59.1684081413519,98.2217233567198,0.44855,3.75944328290189,23.2927093116598,53.866651221504,89.4206128005288,0.43678,0.46304,0.46633,0.05841,0.06622,0.48534,0,1,0.45285,0.44204,0.20247,NA
"all",9,"logHeight.m, logCanopyDiameter.m",9,2,339,"Species",0.94848,0.94938,0.95323,476.8979,475.42464,470.93116,492.20191,494.55464,509.19117,4.45765322843282,27.6186693211451,53.2547430291408,88.4048228024874,0.48319,0.4879,0.05069,4.3344041006592,26.855043994171,52.4385015055994,87.0498319951292,0.47631,4.02205152490351,24.9197740080763,51.7418638194031,85.893387935827,0.45586,0.48157,0.54206,0.053,0.06197,0.48534,0,1,0.47787,0.45951,0.02455,NA
"all",9,"logHeight.m, logCanopyDiameter.m",9,2,339,"Site",0.94848,0.95501,0.96321,476.8979,452.62173,438.45854,492.20191,471.75173,476.71854,4.45765322843282,27.6186693211451,53.2547430291408,88.4048228024874,0.48319,0.4879,0.05069,3.88374512496606,24.0628570320078,59.3968798773012,98.6009948015359,0.45022,3.77279461063638,23.3754312926665,52.9550363389093,87.9072987260284,0.42264,0.45849,1.02994,0.05502,0.1579,0.48534,0,1,0.45397,0.4286,0.19636,NA
"all",10,"logHeight.m, logWoodDensity.g.cm3",10,2,339,"Species&Site",0.81974,0.90322,0.90387,901.49353,725.16767,743.20272,916.79753,748.12367,804.41872,12.9321835779336,80.1250531470484,85.4596661006713,141.86617395291,0.90384,0.89928,0.14124,8.09879487014664,50.178406878232,83.5362154646166,138.673175489717,0.66179,8.31628365373134,51.5259210268361,83.781148548521,139.079773374702,0.6587,0.67459,0.79015,0.06852,0.14405,0.90787,1,1,0.66763,0.6652,NA,NA
"all",10,"logHeight.m, logWoodDensity.g.cm3",10,2,339,"Species",0.81974,0.83522,0.83723,901.49353,880.70952,889.53764,916.79753,899.83952,927.79764,12.9321835779336,80.1250531470484,85.4596661006713,141.86617395291,0.90384,0.89928,0.14124,9.47036436444793,58.6763591353651,85.897856118827,142.593585422864,0.86077,8.97757370389279,55.6231332335365,91.2644685935058,151.502358574093,0.85905,0.86426,1.0069,0.12322,0.21506,0.90787,0,1,0.86429,0.86259,0.0922,NA
"all",10,"logHeight.m, logWoodDensity.g.cm3",10,2,339,"Site",0.81974,0.90322,0.91868,901.49353,723.16767,715.71136,916.79753,742.29767,753.97136,12.9321835779336,80.1250531470484,85.4596661006713,141.86617395291,0.90384,0.89928,0.14124,8.09879486352402,50.1784068371996,83.5362154333185,138.673175437761,0.66179,8.0589644217229,49.9316259090638,74.8338483424233,124.226927519302,0.6402,0.67679,1.69386,0.06179,0.16827,0.90787,0,1,0.66763,0.64737,0.53847,NA
"all",11,"logCanopyDiameter.m, logWoodDensity.g.cm3",11,2,339,"Species&Site",0.82398,0.84144,0.84411,893.42297,874.50673,893.89679,908.72697,897.46273,955.11279,8.19088713857103,50.7489909452976,76.7157084074783,127.350884112225,0.89315,0.89588,0.10627,7.10572333621234,44.0255473123441,78.7233509374064,130.683644201066,0.84153,6.78812979116607,42.0578053975593,75.0609729704635,124.603962715679,0.83609,0.84338,0.88417,0.15678,0.14876,0.89712,1,1,0.84806,0.84462,NA,NA
"all",11,"logCanopyDiameter.m, logWoodDensity.g.cm3",11,2,339,"Species",0.82398,0.8244,0.82964,893.42297,895.42297,903.79478,908.72697,914.55297,942.05478,8.19088713857103,50.7489909452976,76.7157084074783,127.350884112225,0.89315,0.89588,0.10627,7.75055276056521,48.0207729898712,76.4478042758119,126.906153447107,0.89315,7.45559663615255,46.193287708504,72.5297263518285,120.402000673211,0.88454,0.89667,0.89629,0.09668,0.10309,0.89712,1,1,0.89315,0.88703,NA,NA
"all",11,"logCanopyDiameter.m, logWoodDensity.g.cm3",11,2,339,"Site",0.82398,0.84144,0.8477,893.42297,872.50673,874.08203,908.72697,891.63673,912.34203,8.19088713857103,50.7489909452976,76.7157084074783,127.350884112225,0.89315,0.89588,0.10627,7.10572332269001,44.0255472285626,78.7233538679303,130.683649065843,0.84153,7.08917098586646,43.9229924774873,121.863299951381,202.297538689336,0.82719,0.85928,0.86222,0.11596,0.12279,0.89712,0,1,0.84806,0.83393,0.10768,NA
"all",12,"logDBH.cm, logHeight.m, logCanopyDiameter.m",12,3,339,"Species&Site",0.97147,0.97607,0.98528,278.60894,249.03935,154.21989,297.73894,275.82136,242.21789,2.45182062797993,15.190958042007,35.9036804042715,59.6014237146902,0.3596,0.35844,0.06785,2.60708265563489,16.1529284735743,37.6727043421907,62.5380682062339,0.33071,1.83445380757165,11.3658848052767,24.8403063445014,41.2358178039373,0.25744,0.34278,0.83742,0.04152,0.10463,0.36174,0,1,0.33407,0.264,0.16025,NA
"all",12,"logDBH.cm, logHeight.m, logCanopyDiameter.m",12,3,339,"Species",0.97147,0.97349,0.97476,278.60894,262.58028,267.38925,297.73894,285.53628,320.95325,2.45182062797993,15.190958042007,35.9036804042715,59.6014237146902,0.3596,0.35844,0.06785,2.26118974079949,14.0098496951642,34.6746757990803,57.5612310827229,0.34529,2.18087875482599,13.5122599431598,37.4892084387767,62.2334582897535,0.33504,0.34732,0.44897,0.07307,0.04097,0.36174,0,1,0.34667,0.33771,0.0717,NA
"all",12,"logDBH.cm, logHeight.m, logCanopyDiameter.m",12,3,339,"Site",0.97147,0.97384,0.98253,278.60894,269.2132,176.05908,297.73894,292.1692,229.62308,2.45182062797993,15.190958042007,35.9036804042715,59.6014237146902,0.3596,0.35844,0.06785,2.44560441359453,15.1524437025683,38.1897602984309,63.396400020273,0.34657,1.88143210209316,11.6569523054099,26.4367738666251,43.886012328884,0.28032,0.35748,0.86511,0.05424,0.13454,0.36174,0,1,0.34896,0.28574,0.05897,NA
"all",13,"logDBH.cm, logHeight.m, logWoodDensity.g.cm3",13,3,339,"Species&Site",0.96228,0.9662,0.97979,373.22988,354.90753,255.10287,392.35988,381.68953,343.10087,2.79923694053936,17.3434754680258,40.9552817842507,67.9872669178298,0.41346,0.41607,0.08369,2.72655280749597,16.8931400712266,44.5318049218769,73.9244262438605,0.39017,2.22788706251379,13.8035133984745,25.7169461675361,42.6910719993164,0.30096,0.39112,1.04984,0.09151,0.1831,0.41592,1,1,0.39316,0.30765,NA,NA
"all",13,"logDBH.cm, logHeight.m, logWoodDensity.g.cm3",13,3,339,"Species",0.96228,0.96239,0.96311,373.22988,375.22988,387.00427,392.35988,398.18588,440.56827,2.79923694053936,17.3434754680258,40.9552817842507,67.9872669178298,0.41346,0.41607,0.08369,2.81131340951426,17.4182986958752,40.9492057267896,67.977180440032,0.41346,2.9536225640246,18.3000158861499,42.7527862568885,70.971190139528,0.40704,0.41455,0.42943,0.07815,0.08149,0.41592,1,1,0.41346,0.40839,NA,NA
"all",13,"logDBH.cm, logHeight.m, logWoodDensity.g.cm3",13,3,339,"Site",0.96228,0.9662,0.97907,373.22988,352.90753,241.31573,392.35988,375.86353,294.87974,2.79923694053936,17.3434754680258,40.9552817842507,67.9872669178298,0.41346,0.41607,0.08369,2.72655280832358,16.8931400763543,44.5318049111978,73.9244262261329,0.39017,2.1857925933748,13.5427050394969,25.8873585032638,42.9739627145175,0.30633,0.40114,1.40565,0.05313,0.18807,0.41592,0,1,0.39316,0.31208,0.10043,NA
"all",14,"logDBH.cm, logCanopyDiameter.m, logWoodDensity.g.cm3",14,3,339,"Species&Site",0.96188,0.96944,0.9819,376.75093,342.22299,218.78127,395.88093,369.00499,306.77927,2.05892410733198,12.756654940099,54.7596751784938,90.9030652580096,0.41561,0.41562,0.08856,2.48259687972876,15.3816411383442,33.8033345192342,56.1147726629885,0.37955,1.78465529798721,11.0573438537002,23.0586311295298,38.2781717293902,0.28962,0.38854,0.66481,0.07456,0.09766,0.41808,0,1,0.38315,0.29511,0.18592,NA
"all",14,"logDBH.cm, logCanopyDiameter.m, logWoodDensity.g.cm3",14,3,339,"Species",0.96188,0.96308,0.96686,376.75093,375.58215,363.29934,395.88093,398.53815,416.86335,2.05892410733198,12.756654940099,54.7596751784938,90.9030652580096,0.41561,0.41562,0.08856,2.01437008188285,12.4806076944415,50.4280929141347,83.7124801428861,0.41004,2.01391499568046,12.4777880773263,44.6497804635127,74.1202699614358,0.39059,0.41187,0.48601,0.09531,0.12414,0.41808,0,1,0.41135,0.3922,0.02228,NA
"all",14,"logDBH.cm, logCanopyDiameter.m, logWoodDensity.g.cm3",14,3,339,"Site",0.96188,0.96937,0.98168,376.75093,340.39589,202.22105,395.88093,363.35189,255.78505,2.05892410733198,12.756654940099,54.7596751784938,90.9030652580096,0.41561,0.41562,0.08856,2.33417909842708,14.462076198433,33.398004395597,55.4419098207615,0.38052,1.82108700199265,11.2830669268442,22.8794593641317,37.9807400403,0.29138,0.38453,1.18501,0.09373,0.14893,0.41808,0,1,0.38368,0.29646,0.19141,NA
"all",15,"logHeight.m, logCanopyDiameter.m, logWoodDensity.g.cm3",15,3,339,"Species&Site",0.94874,0.95545,0.96405,477.16953,453.55225,460.46662,496.29953,480.33425,548.46463,4.71505471590748,29.2134740762545,53.0288596696806,88.02984815739,0.48196,0.48231,0.06682,4.2583333946167,26.3837261128668,59.4327668592744,98.6605685052439,0.44796,3.96022967335304,24.5367389922741,52.7276397115013,87.5298120007449,0.41911,0.45541,1.05241,0.06712,0.18888,0.48483,1,1,0.4517,0.42543,NA,NA
"all",15,"logHeight.m, logCanopyDiameter.m, logWoodDensity.g.cm3",15,3,339,"Species",0.94874,0.94948,0.95328,477.16953,476.86103,478.51845,496.29953,499.81703,532.08245,4.71505471590748,29.2134740762545,53.0288596696806,88.02984815739,0.48196,0.48231,0.06682,4.41272367366379,27.3402953758599,52.4134714671682,87.0082812151163,0.47645,4.08672946186254,25.3205047203379,51.6555447974517,85.7500951997055,0.45538,0.48028,0.97198,0.08645,0.26719,0.48483,0,1,0.47789,0.45906,0.01871,NA
"all",15,"logHeight.m, logCanopyDiameter.m, logWoodDensity.g.cm3",15,3,339,"Site",0.94874,0.95545,0.96396,477.16953,451.55225,442.5978,496.29953,474.50825,496.1618,4.71505471590748,29.2134740762545,53.0288596696806,88.02984815739,0.48196,0.48231,0.06682,4.25833365469951,26.3837277242845,59.4327358778501,98.6605170749454,0.44796,3.8745624633545,24.0059632178098,52.9109200559319,87.8340640814225,0.41989,0.45812,1.93089,0.06994,0.26229,0.48483,0,1,0.4517,0.42585,0.20556,NA
"all",16,"logDBH.cm, logHeight.m, logCanopyDiameter.m, logWoodDensity.g.cm3",16,4,339,"Species&Site",0.97372,0.97614,0.98418,252.76964,243.33164,177.34764,275.72564,273.93964,292.12764,2.49452501809325,15.455545341346,34.6090786405002,57.4523373983153,0.34513,0.34573,0.08343,2.62447533111709,16.2606897838729,36.9937861959716,61.4110392319123,0.33119,1.98553573778565,12.3019562440251,29.4542470848904,48.8951283249189,0.26753,0.34254,1.01911,0.05189,0.41205,0.34771,1,1,0.33356,0.27235,NA,NA
"all",16,"logDBH.cm, logHeight.m, logCanopyDiameter.m, logWoodDensity.g.cm3",16,4,339,"Species",0.97372,0.97379,0.97461,252.76964,254.76964,269.43254,275.72564,281.55164,338.30055,2.49452501809325,15.455545341346,34.6090786405002,57.4523373983153,0.34513,0.34573,0.08343,2.46776423317532,15.2897412216563,34.623854772405,57.4768663181532,0.34513,2.37346363521489,14.7054748154578,37.6834162494863,62.5558503644509,0.33748,0.34758,0.38366,0.05195,0.03915,0.34771,1,1,0.34513,0.33876,NA,NA
"all",16,"logDBH.cm, logHeight.m, logCanopyDiameter.m, logWoodDensity.g.cm3",16,4,339,"Site",0.97372,0.97614,0.98504,252.76964,241.33164,141.36594,275.72564,268.11364,210.23394,2.49452501809325,15.455545341346,34.6090786405002,57.4523373983153,0.34513,0.34573,0.08343,2.62447531377025,16.2606896763956,36.9937854708426,61.4110380281716,0.33119,1.95401427256782,12.106655963865,24.3853295430382,40.4805396592172,0.25941,0.33979,1.04822,0.02779,0.30799,0.34771,0,1,0.33356,0.26533,0.06809,NA
"5cm",1,"logDBH.cm",1,1,204,"Species&Site",0.8984,0.94593,0.96207,171.56376,94.40003,48.23992,181.51812,110.99063,78.103,9.36237348746463,18.1290148564364,76.1168584131097,77.4478068337407,0.36308,0.36686,0.05884,8.44060011746005,16.3441209786761,46.7837421277586,47.6017836102145,0.27603,7.00168884644267,13.5578570206857,28.7118778210588,29.2139220361772,0.23414,0.28308,0.24937,0.08031,0.03988,0.36487,0,1,0.28105,0.2407,0.48967,NA
"5cm",1,"logDBH.cm",1,1,204,"Species",0.8984,0.92844,0.93572,171.56376,123.31591,116.40032,181.51812,136.58839,136.30904,9.36237348746463,18.1290148564364,76.1168584131097,77.4478068337407,0.36308,0.36686,0.05884,9.43180523542012,18.2634603783843,67.5690370624584,68.7505217563452,0.31111,10.2814264629129,19.9086410450371,64.4160939321597,65.5424475451387,0.29849,0.316,0.30212,0.05672,0.0645,0.36487,0,0,0.31333,0.30219,0.27675,0.32138
"5cm",1,"logDBH.cm",1,1,204,"Site",0.8984,0.93032,0.94689,171.56376,133.13196,97.17797,181.51812,146.40444,117.08669,9.36237348746463,18.1290148564364,76.1168584131097,77.4478068337407,0.36308,0.36686,0.05884,8.2622837781616,15.9988346505228,50.7939474417326,51.6821097428916,0.31307,7.35623802343225,14.2443952479405,34.627026466497,35.2325005644504,0.27852,0.31891,0.29366,0.03786,0.03875,0.36487,0,0,0.3171,0.28398,0.28988,0.3898
"5cm",2,"logHeight.m",2,1,204,"Species&Site",0.4161,0.7688,0.80852,528.29214,453.26445,443.79149,538.2465,469.85505,473.65456,37.9118163936856,73.4112865242828,104.55837082455,106.386635960735,0.87039,0.87187,0.08128,23.8698356831698,46.2208227753651,105.313510178248,107.15497937397,0.66865,26.2308271689765,50.7925747760108,94.9683736917978,96.6289520394877,0.63575,0.6931,0.65652,0.13489,0.15054,0.87469,0,1,0.68051,0.64802,0.43563,NA
"5cm",2,"logHeight.m",2,1,204,"Species",0.4161,0.55537,0.59505,528.29214,497.37741,493.81597,538.2465,510.64989,513.72469,37.9118163936856,73.4112865242828,104.55837082455,106.386635960735,0.87039,0.87187,0.08128,27.6723210201864,53.5838395636244,98.8554908673208,100.584037764599,0.78131,28.7077641476873,55.5888400975801,98.4370966514729,100.158327677703,0.76625,0.79098,0.7735,0.10753,0.12019,0.87469,0,1,0.78675,0.77162,0.18101,NA
"5cm",2,"logHeight.m",2,1,204,"Site",0.4161,0.75637,0.79157,528.29214,460.54678,448.46263,538.2465,473.81926,468.37135,37.9118163936856,73.4112865242828,104.55837082455,106.386635960735,0.87039,0.87187,0.08128,23.2028715710417,44.9293337834264,108.800604700706,110.70304781264,0.69236,20.8767127706038,40.4250307337742,98.163245115476,99.8796876851545,0.66343,0.7138,0.6771,0.08737,0.10087,0.87469,0,1,0.70178,0.67279,0.43186,NA
